ID,item_cnt_month
0,0.36649895
1,0.14373897
2,0.72997755
3,0.17546193
4,0.14373897
5,0.41517535
6,1.0505366
7,0.102505505
8,0.8143627
9,0.14373897
10,2.46084
11,0.23500575
12,0.1115723
13,0.26002204
14,1.4745905
15,2.5901334
16,0.14373897
17,0.10413568
18,1.2273805
19,0.08750053
20,0.5311081
21,0.14373897
22,0.7811493
23,0.61323
24,1.3315632
25,0.14373897
26,0.14373897
27,0.38442522
28,0.7047973
29,3.3332455
30,0.30157435
31,0.14373896
32,0.2994925
33,0.4305274
34,0.111533664
35,0.123479374
36,0.11925168
37,0.382073
38,0.22073555
39,0.13157733
40,0.60457456
41,0.8639133
42,2.9979367
43,3.0609043
44,0.3689981
45,0.14373897
46,0.624851
47,0.14521967
48,0.2140671
49,0.8031296
50,1.2538393
51,0.23500575
52,0.577587
53,0.15327553
54,7.2062616
55,3.0728574
56,2.0964108
57,1.9510515
58,5.625956
59,4.4012656
60,4.9799705
61,0.34633654
62,0.26699197
63,0.33246288
64,0.14373897
65,0.14373897
66,0.66353846
67,0.12344746
68,0.3689981
69,0.088829175
70,0.14373897
71,1.7856276
72,0.40845305
73,0.8611106
74,0.14373897
75,0.14373897
76,0.31344035
77,0.14373897
78,0.24018516
79,0.60802436
80,0.79501635
81,2.9060137
82,0.72221965
83,0.17034826
84,0.7728839
85,1.0348315
86,0.53980935
87,0.09867004
88,3.253109
89,1.1385176
90,0.7202911
91,0.39249605
92,1.9125032
93,0.17546193
94,0.18857329
95,0.11193208
96,0.12344746
97,0.34475777
98,0.5270887
99,1.1812215
100,0.832321
101,0.68928236
102,0.16180213
103,0.39249605
104,0.09925212
105,0.14373897
106,0.14373897
107,0.5014368
108,0.09689659
109,0.14373897
110,0.1875835
111,0.14373897
112,0.14373897
113,0.14373897
114,0.21593457
115,0.21260461
116,0.14373897
117,0.09992033
118,7.9518385
119,0.116138965
120,0.09429807
121,0.09606214
122,0.28817594
123,0.4215167
124,0.4512564
125,1.0780191
126,0.14373896
127,0.115648516
128,0.14373897
129,0.23217204
130,0.39249605
131,0.14373897
132,0.39249605
133,2.9976032
134,0.09677915
135,0.39249605
136,0.23500575
137,0.14373897
138,0.8760001
139,0.14373897
140,0.16721372
141,0.4677837
142,0.11119846
143,0.23500575
144,0.14373897
145,0.14373897
146,0.14373897
147,0.12070072
148,0.14373897
149,0.14373897
150,0.10294371
151,0.14373897
152,5.673675
153,0.26639813
154,0.14373897
155,0.12707672
156,0.15954542
157,0.1239756
158,0.17476185
159,0.36789417
160,0.14373897
161,0.23500575
162,0.14373897
163,0.34544834
164,0.33707544
165,0.13756862
166,0.5093057
167,0.11951186
168,0.14373897
169,0.11669345
170,0.23500575
171,0.4089758
172,0.3160461
173,1.169119
174,1.4954939
175,3.3200505
176,1.161408
177,0.14373897
178,0.42647344
179,0.12631452
180,1.0265665
181,0.3606924
182,0.14373897
183,0.087056704
184,0.20908342
185,0.14373897
186,0.11037782
187,0.114312395
188,0.14373897
189,0.14373897
190,0.14373896
191,0.55143785
192,0.60457456
193,0.12214652
194,0.1239756
195,0.1377069
196,0.39249605
197,2.2614653
198,1.0213745
199,0.14373897
200,0.14373897
201,0.14373897
202,0.12719055
203,1.0732179
204,0.08215347
205,0.14373897
206,0.14373897
207,0.12610471
208,1.2142196
209,0.47642487
210,0.20656542
211,0.12352643
212,0.1062796
213,0.39249605
214,0.11638263
215,0.48990756
216,0.35931027
217,0.1604401
218,1.9028993
219,0.3360979
220,0.3693976
221,0.14373897
222,0.14373896
223,0.7561081
224,2.3292468
225,0.29993406
226,0.32896674
227,0.14373897
228,0.22025897
229,0.14373897
230,0.14373897
231,0.39797932
232,0.14373897
233,0.31524467
234,0.14373897
235,0.1436614
236,0.1353412
237,0.32714882
238,0.39249605
239,0.1585015
240,0.79705924
241,0.092033066
242,0.14373897
243,0.14373897
244,0.14373897
245,0.17597261
246,1.5231168
247,0.39090636
248,0.37405136
249,0.12007247
250,0.7193245
251,0.16512519
252,0.21005991
253,0.87312573
254,0.27753076
255,5.673675
256,0.14373897
257,0.13824262
258,0.379297
259,0.17022257
260,0.09810467
261,0.14324397
262,0.18567775
263,0.14373897
264,0.07975374
265,0.37864512
266,0.14373897
267,0.23500575
268,0.123479374
269,0.14274557
270,0.97270614
271,0.12838791
272,0.15659209
273,0.68928236
274,10.744035
275,0.14373897
276,0.39249605
277,1.2814646
278,0.37641457
279,0.18175808
280,0.18457453
281,0.16930313
282,0.07494589
283,0.67615235
284,0.18457453
285,0.23870319
286,0.14373896
287,0.8502677
288,0.19489475
289,0.39249605
290,0.14373897
291,0.1213497
292,0.20445526
293,0.09443935
294,0.7999531
295,0.8158979
296,0.16032723
297,0.122094214
298,0.14373897
299,0.14373897
300,0.1292948
301,0.4091512
302,0.7367081
303,0.6793402
304,0.1239756
305,0.12610471
306,0.15020882
307,0.17445649
308,0.21569729
309,0.14373897
310,0.14373897
311,0.35613188
312,0.80110383
313,0.18175808
314,0.14373897
315,0.39249605
316,0.10230584
317,2.1882493
318,0.10743718
319,0.14195964
320,0.14373897
321,0.107151106
322,0.6831741
323,0.1307867
324,0.3723153
325,0.42179465
326,0.34667122
327,0.14373897
328,0.14373897
329,0.33668792
330,0.14373897
331,0.14373897
332,0.15684354
333,0.19145164
334,0.9201997
335,0.21164209
336,0.105636
337,0.69297844
338,0.36478496
339,0.37484986
340,0.120135225
341,0.18574148
342,0.14373897
343,0.9808449
344,0.09832744
345,0.121637575
346,3.8761992
347,3.2215934
348,0.08661675
349,0.22678626
350,0.14373896
351,0.47612685
352,0.14373897
353,0.100465655
354,0.14373897
355,0.14373897
356,0.39249605
357,0.7999531
358,0.48028022
359,0.39249605
360,0.17546193
361,2.967356
362,0.68928236
363,0.9201997
364,0.43173409
365,0.49093938
366,0.14373897
367,0.14373897
368,0.14373897
369,0.14313428
370,0.14373897
371,0.39249605
372,0.68928236
373,0.14373897
374,1.2452662
375,2.445553
376,0.4480936
377,0.23870319
378,0.32864094
379,0.14373897
380,2.9333599
381,0.49093938
382,0.4933
383,0.14373896
384,1.4664438
385,0.30197072
386,0.4707721
387,0.14373897
388,0.12748656
389,0.08245185
390,0.14373897
391,0.14918733
392,0.09882084
393,0.3334391
394,0.14373897
395,0.14373897
396,1.8068342
397,0.19748619
398,0.14373897
399,0.35998142
400,0.14373897
401,0.41234654
402,1.511281
403,2.4022279
404,0.31678587
405,0.09352836
406,0.13706347
407,0.11606606
408,0.09294712
409,0.14373897
410,0.14373897
411,0.9743988
412,0.07629487
413,0.16274306
414,0.14373896
415,3.8233418
416,0.14373897
417,0.14373897
418,0.14373897
419,0.14373897
420,0.2708162
421,1.395251
422,0.39249605
423,0.87675124
424,0.13731918
425,0.1617286
426,0.14373897
427,0.14373897
428,0.9738551
429,0.41398996
430,0.6913333
431,0.5601324
432,0.11502167
433,0.14373897
434,0.10652468
435,0.73789215
436,0.11805832
437,0.78310245
438,0.43167457
439,0.580276
440,0.11305689
441,0.17316493
442,0.23500575
443,0.12059603
444,0.13731918
445,0.27539593
446,0.1800836
447,0.1824188
448,0.39249605
449,0.56153774
450,0.39249605
451,0.16048808
452,0.13344982
453,0.21624282
454,0.35099804
455,0.15913752
456,0.35488406
457,0.14373897
458,0.4463511
459,0.4545426
460,16.235155
461,1.1196382
462,0.39249605
463,0.5163028
464,0.41404086
465,0.14373897
466,0.14373897
467,0.14373897
468,0.14373897
469,0.2358868
470,0.39249605
471,0.2621695
472,0.17546193
473,0.14373897
474,1.0265665
475,1.395251
476,0.14373897
477,0.10137747
478,0.14057493
479,0.14373896
480,0.14373897
481,0.14373897
482,0.11940445
483,0.39249605
484,0.7627849
485,0.338183
486,0.39450383
487,0.10727122
488,0.14373897
489,2.2485955
490,0.17162117
491,0.14373897
492,0.31187952
493,0.14373897
494,0.3459919
495,0.09686654
496,0.14918733
497,0.14373897
498,5.404491
499,0.14373897
500,0.14373897
501,0.43582422
502,0.38668984
503,0.14373897
504,1.0836966
505,0.6056812
506,0.8379106
507,0.11911373
508,0.8666341
509,0.22290488
510,0.14506058
511,0.07290467
512,0.18018879
513,0.14373897
514,0.11502167
515,0.14373897
516,0.23500575
517,0.5196098
518,0.85888964
519,0.40512127
520,0.34083727
521,0.3512057
522,0.5584121
523,1.3370442
524,0.17546193
525,0.42885408
526,0.11956923
527,0.1440937
528,0.1239756
529,0.10417332
530,0.14373897
531,0.46451586
532,0.11028761
533,0.08425327
534,0.14373897
535,0.093590066
536,0.14373897
537,0.07647485
538,0.33908775
539,0.10977797
540,0.96425205
541,0.14373897
542,0.17888905
543,0.1264136
544,0.12344746
545,0.14373897
546,0.3609112
547,0.12995234
548,0.12631452
549,0.13611163
550,0.14373897
551,0.20973329
552,0.4302642
553,0.12754066
554,0.14324397
555,0.3375212
556,0.09543763
557,0.18457453
558,0.14373897
559,0.10989439
560,0.21285315
561,0.5757495
562,0.0884987
563,0.14373897
564,0.14373897
565,0.09115088
566,0.15897521
567,0.14373897
568,0.14477828
569,0.08919211
570,0.14373897
571,0.14373897
572,0.7999531
573,0.20839205
574,0.14373896
575,0.14373896
576,0.19836788
577,0.14373897
578,0.14373897
579,0.32501715
580,0.14373897
581,0.14373897
582,0.14373897
583,0.14373897
584,0.76115054
585,0.09874286
586,0.14373897
587,0.4619673
588,2.385792
589,0.11889836
590,0.4753301
591,0.2738313
592,2.213137
593,0.10859067
594,0.10042635
595,0.1141419
596,0.141522
597,0.14373897
598,0.14215444
599,0.14373897
600,0.09277274
601,0.11734147
602,0.14373897
603,0.123479374
604,0.21354295
605,0.08666171
606,0.11994684
607,0.14373896
608,0.11041363
609,0.30850872
610,0.30075815
611,0.5955737
612,0.14373897
613,0.14373897
614,0.14373897
615,0.8042993
616,0.39249605
617,0.21470433
618,0.4933
619,0.14918733
620,0.2967029
621,0.14373897
622,0.14373897
623,0.507279
624,0.39249605
625,0.39249605
626,0.7999531
627,0.14373897
628,0.111038305
629,0.17546193
630,0.1818461
631,0.14373897
632,0.17546193
633,0.14373897
634,0.4203989
635,0.23171294
636,0.14373897
637,0.18457916
638,0.18185167
639,0.086005874
640,0.40786818
641,0.6726263
642,0.1305742
643,0.14373897
644,0.10743718
645,0.14373897
646,0.7999531
647,0.14918733
648,0.14373897
649,0.17546193
650,0.21582878
651,0.7719652
652,0.14373897
653,0.15857449
654,0.09498249
655,0.39249605
656,0.2422986
657,0.14373897
658,0.14373897
659,0.12521678
660,0.4835466
661,0.16743982
662,0.14373897
663,0.8796722
664,0.098876104
665,0.22195318
666,0.14625272
667,0.14373897
668,0.68928236
669,0.17546193
670,0.11342293
671,0.08230531
672,0.09165071
673,0.45089093
674,0.14373897
675,0.14373897
676,0.46180558
677,0.632039
678,0.23500575
679,0.6923718
680,0.14373897
681,0.083655536
682,0.33743793
683,0.14373897
684,0.68928236
685,0.39249605
686,0.3375212
687,0.39249605
688,0.29665387
689,0.14373897
690,0.14373897
691,0.09588997
692,0.09036587
693,0.08528068
694,0.14373897
695,0.7740313
696,0.14373897
697,0.14373897
698,0.14373897
699,0.14373897
700,1.395251
701,0.14373897
702,1.416017
703,1.416017
704,0.14373897
705,0.14373897
706,0.116960436
707,0.14373897
708,0.14445573
709,1.9363096
710,0.21151733
711,0.31030092
712,0.14373897
713,0.36096424
714,0.23500575
715,0.14373897
716,0.42715514
717,0.22073555
718,0.14373897
719,0.14373897
720,0.14373897
721,0.52331537
722,0.10500814
723,1.6904383
724,0.15466197
725,0.4933
726,0.49371308
727,0.68928236
728,0.14373897
729,1.0505366
730,0.13582948
731,0.12688082
732,0.7206735
733,0.14373897
734,0.68928236
735,0.23500574
736,0.39249605
737,0.6341263
738,0.4933
739,0.223989
740,0.23500575
741,0.11008343
742,0.14373897
743,0.39249605
744,0.5759755
745,0.4933
746,0.3375212
747,0.4515977
748,0.48713833
749,0.14373897
750,0.30959955
751,0.13123614
752,0.31030092
753,0.12063201
754,1.7017503
755,0.42715514
756,0.14373897
757,0.3858555
758,0.12610471
759,0.11377971
760,0.6725945
761,0.2221821
762,0.13572463
763,1.7856276
764,0.31030092
765,0.14918733
766,0.23500574
767,0.29791233
768,0.58113134
769,0.40686935
770,0.14373897
771,0.14373897
772,0.23500575
773,0.14373897
774,0.14373897
775,0.14373897
776,0.39249605
777,0.39249605
778,0.14373897
779,0.39249605
780,0.14373897
781,1.0265665
782,0.8282611
783,0.39249605
784,0.14373897
785,1.0265665
786,2.2360475
787,1.1475592
788,0.14373897
789,0.39249605
790,0.14373897
791,0.14373897
792,0.14373897
793,2.9976032
794,0.14373897
795,0.14373897
796,0.14373897
797,0.39249605
798,0.14373896
799,1.439502
800,0.39249605
801,0.16930313
802,0.14373897
803,0.14373897
804,0.17164946
805,0.14373897
806,0.10408312
807,0.23311917
808,0.3214056
809,0.14373897
810,0.30235562
811,0.34847403
812,0.37878478
813,0.14918733
814,0.110157624
815,0.36670306
816,0.11483689
817,0.14373897
818,0.14373897
819,0.089373566
820,0.15754443
821,0.10875121
822,0.40016714
823,0.14373897
824,0.17671482
825,0.3815032
826,0.17546193
827,0.14373897
828,0.10948703
829,0.14479452
830,1.0265665
831,0.22025895
832,0.12126783
833,0.3463918
834,1.0265665
835,0.13419352
836,0.14373897
837,0.77709913
838,0.52606153
839,0.13424757
840,0.14373897
841,0.22025897
842,0.13731918
843,0.14373897
844,0.3375212
