ID,item_cnt_month
0,0.5907713
1,0.13924353
2,1.215558
3,0.0
4,0.13924353
5,0.07172402
6,0.6379139
7,0.0
8,0.823719
9,0.13924353
10,7.465989
11,0.08220165
12,0.15857472
13,1.796802
14,2.295997
15,2.1665766
16,0.13924353
17,0.0
18,1.9836149
19,0.019031607
20,0.127447
21,0.13924353
22,0.0
23,1.1442487
24,1.8669187
25,0.13924353
26,0.13924353
27,0.35457063
28,0.25817695
29,3.0585809
30,0.98769474
31,0.13924353
32,0.5229761
33,1.6153188
34,0.0
35,0.021485433
36,0.0
37,0.3453238
38,0.0
39,0.0
40,0.29472893
41,0.0
42,5.0739703
43,7.0678296
44,0.0
45,0.13924353
46,0.12978369
47,0.47107506
48,0.04050266
49,1.5432458
50,1.5974095
51,0.08220165
52,0.15717898
53,0.0
54,2.6521363
55,1.7458456
56,5.5290437
57,3.3195145
58,3.3512154
59,2.3741682
60,3.2994404
61,0.047788557
62,0.0
63,0.16024338
64,0.13924353
65,0.13924353
66,0.68933916
67,0.0
68,0.0
69,0.0
70,0.13924353
71,1.3094293
72,0.3994634
73,1.6160314
74,0.13924353
75,0.13924353
76,0.10082889
77,0.13924353
78,0.7301272
79,0.048396762
80,0.86979526
81,4.652371
82,0.7235705
83,0.12531798
84,0.965438
85,0.40874967
86,2.665992
87,0.014130765
88,12.680833
89,5.3355045
90,1.2645817
91,0.19768481
92,3.0274446
93,0.0
94,0.026822262
95,0.06674262
96,0.0
97,0.31959808
98,1.3311601
99,3.283897
100,0.0
101,0.44519463
102,0.26769757
103,0.19768481
104,0.0
105,0.13924353
106,0.13924353
107,2.9589896
108,0.0
109,0.13924353
110,0.0
111,0.13924353
112,0.13924353
113,0.13924353
114,0.20652892
115,0.0
116,0.13924353
117,0.034119613
118,20.0
119,0.0
120,0.039929666
121,0.028116435
122,0.15140282
123,0.9881667
124,1.2300045
125,1.775182
126,0.13924353
127,0.01675317
128,0.13924353
129,0.24627851
130,0.19768481
131,0.13924353
132,0.19768481
133,2.2135997
134,0.0
135,0.19768481
136,0.08220165
137,0.13924353
138,1.0173131
139,0.13924353
140,0.7844227
141,0.29518756
142,0.05941338
143,0.08220165
144,0.13924353
145,0.13924353
146,0.13924353
147,0.0
148,0.13924353
149,0.13924353
150,0.0
151,0.13924353
152,4.640786
153,0.0
154,0.13924353
155,0.0
156,0.30622563
157,0.05698953
158,0.01778775
159,0.0
160,0.13924353
161,0.08220165
162,0.13924353
163,0.57450813
164,0.44684118
165,0.080073215
166,0.3950295
167,0.01616475
168,0.13924353
169,0.34151772
170,0.08220165
171,1.2179747
172,0.092272274
173,3.4367745
174,3.679036
175,7.602394
176,1.1834685
177,0.13924353
178,0.23879765
179,0.0
180,0.7292932
181,0.110632576
182,0.13924353
183,0.0
184,0.0
185,0.13924353
186,0.0
187,0.0
188,0.13924353
189,0.13924353
190,0.13924353
191,1.3328571
192,0.29472893
193,0.0
194,0.05698953
195,0.0
196,0.19768481
197,0.8486041
198,1.3130728
199,0.13924353
200,0.13924353
201,0.13924353
202,0.0
203,1.798621
204,0.0
205,0.13924353
206,0.13924353
207,0.0166145
208,0.56146824
209,1.0282352
210,0.68384504
211,0.0
212,0.0
213,0.19768481
214,0.0
215,2.7058306
216,0.80184674
217,0.0
218,1.9495797
219,0.18985276
220,1.0652097
221,0.13924353
222,0.13924353
223,0.35059813
224,3.814937
225,0.5608979
226,0.31110427
227,0.13924353
228,0.0
229,0.13924353
230,0.13924353
231,0.18851383
232,0.13924353
233,0.056898557
234,0.13924353
235,0.07276077
236,0.37537748
237,0.0
238,0.19768481
239,0.10681831
240,0.69801134
241,0.0
242,0.13924353
243,0.13924353
244,0.13924353
245,0.018512845
246,1.3133402
247,1.4908519
248,4.4936657
249,0.0
250,0.5582454
251,0.0
252,1.500344
253,2.8935993
254,1.1680609
255,4.640786
256,0.13924353
257,0.14831522
258,1.1149836
259,0.0
260,0.0
261,0.0
262,0.15569904
263,0.13924353
264,0.004750314
265,0.8573314
266,0.13924353
267,0.08220165
268,0.021485433
269,0.10405921
270,2.0476935
271,0.0
272,0.0
273,0.44519463
274,6.6955543
275,0.13924353
276,0.19768481
277,1.8997685
278,0.36167702
279,0.0
280,0.006332592
281,0.0
282,0.0
283,0.89395916
284,0.006332592
285,0.0
286,0.13924353
287,0.88428783
288,0.0
289,0.19768481
290,0.13924353
291,0.0
292,0.94279534
293,0.0
294,0.57986605
295,1.7713783
296,0.0
297,0.0
298,0.13924353
299,0.13924353
300,0.03832942
301,0.14322656
302,0.4982343
303,0.6612207
304,0.05698953
305,0.0166145
306,0.047746688
307,0.092555694
