ID,item_cnt_month
0,0.25365382
1,0.1479525
2,0.22983782
3,0.18448284
4,0.1479525
5,0.1583695
6,0.777608
7,0.24529576
8,0.6043533
9,0.1479525
10,2.1934793
11,0.22721833
12,0.16655335
13,0.2771213
14,1.3932952
15,2.0073802
16,0.1479525
17,0.14783233
18,0.72740453
19,0.22522724
20,0.9527157
21,0.1479525
22,0.9182645
23,0.26519364
24,0.25326815
25,0.1479525
26,0.1479525
27,0.23008624
28,0.45889926
29,0.60521126
30,0.22169493
31,0.14795254
32,0.28351545
33,1.278824
34,0.18485862
35,0.15630065
36,0.12201417
37,0.3064549
38,0.19522381
39,0.11141831
40,0.45535338
41,0.80517715
42,2.1701453
43,5.1775794
44,0.28135073
45,0.1479525
46,1.5049399
47,0.14164035
48,0.17131057
49,0.4669491
50,0.7402981
51,0.22721833
52,0.40270793
53,0.15277763
54,0.0
55,2.9908302
56,1.7587425
57,1.4255215
58,4.211962
59,6.607242
60,2.412132
61,0.17609861
62,0.2634967
63,0.27026197
64,0.1479525
65,0.1479525
66,0.68235874
67,0.14617977
68,0.28135073
69,0.27829075
70,0.1479525
71,1.2582864
72,0.28799248
73,1.8536073
74,0.1479525
75,0.1479525
76,0.2551968
77,0.1479525
78,0.32037127
79,0.5944342
80,0.39331007
81,2.5008724
82,0.5318403
83,0.13695298
84,0.6910146
85,0.4921999
86,0.6355078
87,0.10283518
88,9.33755
89,1.4203547
90,0.34344834
91,0.23097348
92,0.71621114
93,0.18448284
94,0.6776977
95,0.15603545
96,0.14617977
97,0.36738274
98,0.16411625
99,2.8120852
100,0.0
101,0.42495298
102,0.04983579
103,0.23097348
104,0.16632278
105,0.1479525
106,0.1479525
107,0.8235479
108,0.1431129
109,0.1479525
110,0.12121546
111,0.1479525
112,0.1479525
113,0.1479525
114,0.77951056
115,0.2347031
116,0.1479525
117,0.16321455
118,8.381229
119,0.15655585
120,0.22694223
121,0.11341011
122,0.2440893
123,0.38156527
124,0.0
125,0.44861984
126,0.14795254
127,0.16453679
128,0.1479525
129,0.24465652
130,0.23097348
131,0.1479525
132,0.23097348
133,2.0589373
134,0.13789278
135,0.23097348
136,0.22721833
137,0.1479525
138,0.24050438
139,0.1479525
140,0.0
141,0.16448474
142,0.21747248
143,0.22721833
144,0.1479525
145,0.1479525
146,0.1479525
147,0.15334645
148,0.1479525
149,0.1479525
150,0.16647586
151,0.1479525
152,3.8592093
153,0.22847854
154,0.1479525
155,0.50076884
156,0.2233797
157,0.175237
158,0.19416448
159,0.08918526
160,0.1479525
161,0.22721833
162,0.1479525
163,0.15990028
164,0.29942498
165,0.15110007
166,0.24370614
167,0.13521156
168,0.1479525
169,0.22957706
170,0.22721833
171,1.4022977
172,0.23172365
173,0.0
174,0.0
175,0.0
176,0.47286567
177,0.1479525
178,0.2208687
179,0.1420195
180,0.7082159
181,0.31584507
182,0.1479525
183,0.18801872
184,0.21007118
185,0.1479525
186,0.108455315
187,0.3516233
188,0.1479525
189,0.1479525
190,0.14795254
191,0.42163163
192,0.45535338
193,0.16023582
194,0.175237
195,0.36498347
196,0.23097348
197,1.1499197
198,1.0424064
199,0.1479525
200,0.1479525
201,0.1479525
202,0.18638098
203,0.598055
204,0.13613725
205,0.1479525
206,0.1479525
207,0.1557515
208,1.2386534
209,0.0
210,0.0
211,0.12343572
212,0.15449488
213,0.23097348
214,0.08198926
215,0.5537722
216,0.11174371
217,0.065959185
218,0.6698607
219,0.8134766
220,0.2208688
221,0.1479525
222,0.14795254
223,0.4185958
224,1.0876751
225,0.1293172
226,0.2675959
227,0.1479525
228,0.12750714
229,0.1479525
230,0.1479525
231,0.26362845
232,0.1479525
233,0.2471055
234,0.1479525
235,0.13813081
236,0.24116576
237,0.62480175
238,0.23097348
239,0.63643795
240,0.2515753
241,0.20769952
242,0.1479525
243,0.1479525
244,0.1479525
245,0.20227508
246,0.79506534
247,0.0
248,0.36076307
249,0.13667655
250,0.47213972
251,0.1513707
252,0.0
253,0.8053189
254,0.8822648
255,3.859209
256,0.1479525
257,0.0
258,0.35089356
259,0.24215735
260,0.16302118
261,0.15720087
262,0.18311825
263,0.1479525
264,0.18885913
265,0.0
266,0.1479525
267,0.22721833
268,0.15630065
269,0.17133972
270,0.115920186
271,0.1476095
272,0.1223236
273,0.42495298
274,7.633822
275,0.1479525
276,0.23097348
277,0.5779515
278,0.24831529
279,0.0
280,0.20827615
281,0.12727347
282,0.12538245
283,0.40243772
284,0.20827615
285,0.25685456
286,0.14795254
287,0.23230249
288,0.25396052
289,0.23097348
290,0.1479525
291,0.1290226
292,0.15277852
293,0.22165251
294,0.26605877
295,0.679228
296,0.0
297,0.4214263
298,0.1479525
299,0.1479525
300,0.15459922
301,0.7983451
302,0.3805181
303,0.41451117
304,0.175237
305,0.1557515
306,0.12711555
307,0.20307937
308,0.23371634
309,0.1479525
310,0.1479525
311,0.37167054
312,0.3358837
313,0.0
314,0.1479525
315,0.23097348
316,0.15512444
317,1.5490538
318,0.15014657
319,0.13155317
320,0.1479525
321,0.12629412
322,0.0
323,0.20901836
324,0.11807621
325,0.24600719
326,0.22080989
327,0.1479525
328,0.1479525
329,0.109748945
330,0.1479525
331,0.1479525
332,0.21026896
333,0.306476
334,0.47642535
335,0.21325003
336,0.084185444
337,0.19718248
338,0.21325411
339,0.30293167
340,0.077990055
341,0.16621387
342,0.1479525
343,0.10535242
344,0.11105094
345,0.2083509
346,2.3295376
347,1.0195879
348,0.20590234
349,0.25736016
350,0.14795254
351,0.33756602
352,0.1479525
353,0.2795997
354,0.1479525
355,0.1479525
356,0.23097348
357,0.26605877
358,0.2607002
359,0.23097348
360,0.18448284
361,1.1876523
362,0.42495298
363,0.47642535
364,0.66359013
365,0.27018255
366,0.1479525
367,0.1479525
368,0.1479525
369,0.1471625
370,0.1479525
371,0.23097348
372,0.42495298
373,0.1479525
374,0.0
375,2.0481083
376,0.7483528
377,0.25685456
378,0.2801653
379,0.1479525
380,0.77803713
381,0.27018255
382,0.24353497
383,0.14795254
384,0.59611964
385,0.26029435
386,0.21154034
387,0.1479525
388,0.18650477
389,0.0919097
390,0.1479525
391,0.18028304
392,0.33831057
393,0.2373849
394,0.1479525
395,0.1479525
396,0.9160785
397,1.0103285
398,0.1479525
399,0.21132487
400,0.1479525
401,0.0
402,0.2020365
403,0.519523
404,0.21591902
405,0.20840015
406,0.17906494
407,0.13917135
408,0.088740386
409,0.1479525
410,0.1479525
411,0.4336554
412,0.23836961
413,0.16000214
414,0.14795254
415,5.055741
416,0.1479525
417,0.1479525
418,0.1479525
419,0.1479525
420,0.30853796
421,0.9705206
422,0.23097348
423,0.59640276
424,0.10900746
425,0.0
426,0.1479525
427,0.1479525
428,0.102483794
429,0.52099615
430,0.61808455
431,0.17179891
432,0.16803758
433,0.1479525
434,0.18161404
435,0.0
436,0.15236256
437,0.35641882
438,0.34076256
439,0.40836492
440,0.31831312
441,0.85035855
442,0.22721833
443,0.2599693
444,0.10900746
445,0.45582402
446,0.2654307
447,0.28630483
448,0.23097348
449,0.29810765
450,0.23097348
451,0.27256906
452,0.17119631
453,0.21938506
454,0.45723972
455,0.15216202
456,0.28623226
457,0.1479525
458,0.3472073
459,0.0
460,20.0
461,1.3356304
462,0.23097348
463,0.5172593
464,0.6592491
465,0.1479525
466,0.1479525
467,0.1479525
468,0.1479525
469,0.7656459
470,0.23097348
471,0.5795055
472,0.18448284
473,0.1479525
474,0.7082159
475,0.9705206
476,0.1479525
477,0.15664613
478,0.15404317
479,0.14795254
480,0.1479525
481,0.1479525
482,0.11239816
483,0.23097348
484,0.24076903
485,0.30064902
486,0.710566
487,0.089455314
488,0.1479525
489,1.5215124
490,0.13951509
491,0.1479525
492,0.30511373
493,0.1479525
494,0.2998199
495,0.1326921
496,0.18028304
497,0.1479525
498,3.6055644
499,0.1479525
500,0.1479525
501,0.25078776
502,0.10900192
503,0.1479525
504,0.0
505,0.2596998
506,0.68170834
507,0.1759496
508,0.24617583
509,0.24160942
510,0.20747787
511,0.010161568
512,0.19680735
513,0.1479525
514,0.16803758
515,0.1479525
516,0.22721833
517,0.019362133
518,0.60909075
519,0.24904624
520,0.09934897
521,4.0376925
522,0.263646
523,0.29372102
524,0.18448284
525,0.31357247
526,0.59857404
527,0.14612274
528,0.175237
529,0.15300697
530,0.1479525
531,0.21863392
532,0.11789511
533,0.12512638
534,0.1479525
535,0.15879111
536,0.1479525
537,0.23250237
538,0.23260829
539,0.19369443
540,0.833831
541,0.1479525
542,0.5406414
543,0.1209422
544,0.14617977
545,0.1479525
546,0.25579146
547,0.12689973
548,0.1420195
549,0.14849527
550,0.1479525
551,0.0056495788
552,0.37976918
553,0.10094596
554,0.15720087
555,0.43461752
556,0.11889993
557,0.20827615
558,0.1479525
559,0.13711227
560,0.30971414
561,1.6968217
562,0.1084982
563,0.1479525
564,0.1479525
565,0.13641737
566,0.19119184
567,0.1479525
568,0.11401324
569,0.13902059
570,0.1479525
571,0.1479525
572,0.26605877
573,0.25544587
574,0.14795254
575,0.14795254
576,0.2500616
577,0.1479525
578,0.1479525
579,0.22023667
580,0.1479525
581,0.1479525
582,0.1479525
583,0.1479525
584,0.32101548
585,0.17943598
586,0.1479525
587,0.34340164
588,1.3743844
589,0.107818425
590,0.22749451
591,0.2028431
592,0.6151789
593,0.13287054
594,0.21115407
595,0.28654623
596,0.20063984
597,0.1479525
598,0.15599827
599,0.1479525
600,0.071653455
601,0.21000478
602,0.1479525
603,0.15630065
604,0.21686886
605,0.17572097
606,0.14122657
607,0.14795254
608,0.22034863
609,0.19510087
610,0.44280422
611,0.011188087
612,0.1479525
613,0.1479525
614,0.1479525
615,0.32967383
616,0.23097348
617,0.3718136
618,0.2435349
619,0.18028304
620,0.014030573
621,0.1479525
622,0.1479525
623,1.2675225
624,0.23097348
625,0.23097348
626,0.26605877
627,0.1479525
628,0.15595776
629,0.18448284
630,0.14499435
631,0.1479525
632,0.18448284
633,0.1479525
634,0.4544652
635,0.31874567
636,0.1479525
637,0.10824201
638,0.46687967
639,0.25329837
640,0.95066696
641,0.27032393
642,0.12661286
643,0.1479525
644,0.15014666
645,0.1479525
646,0.26605877
647,0.18028304
648,0.1479525
649,0.18448284
650,0.15941897
651,0.4730345
652,0.1479525
653,0.20643705
654,0.28321147
655,0.23097348
656,0.1201612
657,0.1479525
658,0.1479525
659,0.1561201
660,0.0
661,0.21990755
662,0.1479525
663,0.8588229
664,0.16977717
665,1.0671393
666,0.1617152
667,0.1479525
668,0.42495298
669,0.18448284
670,0.14662054
671,0.171514
672,0.31618926
673,0.38766384
674,0.1479525
675,0.1479525
676,0.05023208
677,0.6918861
678,0.22721833
679,0.18200266
680,0.1479525
681,0.1495955
682,0.0
683,0.1479525
684,0.42495298
685,0.23097348
686,0.43461752
687,0.23097348
688,0.10656485
689,0.1479525
690,0.1479525
691,0.15524031
692,0.122318335
693,0.13853708
694,0.1479525
695,0.27799484
696,0.1479525
697,0.1479525
698,0.1479525
699,0.1479525
700,0.9705206
701,0.1479525
702,0.80412716
703,0.80412716
704,0.1479525
705,0.1479525
706,0.19435042
707,0.1479525
708,0.1651186
709,1.2886707
710,0.18483941
711,0.22190835
712,0.1479525
713,0.160752
714,0.22721833
715,0.1479525
716,0.2666483
717,0.19522381
718,0.1479525
719,0.1479525
720,0.1479525
721,0.26161522
722,0.14057532
723,0.63374555
724,0.16835687
725,0.2435349
726,0.3133546
727,0.42495298
728,0.1479525
729,0.777608
730,0.16834188
731,0.15884289
732,0.30459172
733,0.1479525
734,0.42495307
735,0.2272183
736,0.23097348
737,0.31647092
738,0.2435349
739,0.22589043
740,0.22721833
741,0.16301382
742,0.1479525
743,0.23097348
744,1.0142545
745,0.2435349
746,0.43461752
747,0.7235206
748,0.2727377
749,0.1479525
750,0.14046067
751,0.16213283
752,0.22190835
753,0.17189114
754,0.37077963
755,0.2666483
756,0.1479525
757,0.2369564
758,0.1557515
759,0.40678278
760,1.2239021
761,0.16838725
762,0.15905634
763,1.2582864
764,0.22190835
765,0.18028304
766,0.2272183
767,0.29047385
768,0.3906895
769,0.012086418
770,0.1479525
771,0.1479525
772,0.22721833
773,0.1479525
774,0.1479525
775,0.1479525
776,0.23097348
777,0.23097348
778,0.1479525
779,0.23097348
780,0.1479525
781,0.7082159
782,0.28519136
783,0.23097348
784,0.1479525
785,0.7082159
786,0.86542803
787,0.34224758
788,0.1479525
789,0.23097348
790,0.1479525
791,0.1479525
792,0.1479525
793,2.0589373
794,0.1479525
795,0.1479525
796,0.1479525
797,0.23097348
798,0.14795254
799,0.4673619
800,0.23097348
801,0.12727347
802,0.1479525
803,0.1479525
804,0.18916862
805,0.1479525
806,0.13560137
807,0.21902362
808,0.19158682
809,0.1479525
810,0.24319589
811,0.108640134
812,0.1949129
813,0.18028304
814,0.16070238
815,0.33032942
816,0.9229725
817,0.1479525
818,0.1479525
819,0.04828543
820,0.17364284
821,0.10880967
822,0.25275174
823,0.1479525
824,0.23562835
825,0.2382021
826,0.18448284
827,0.1479525
828,0.16930404
829,0.3848013
830,0.708216
831,0.12750717
832,0.16467752
833,0.4590876
834,0.7082159
835,0.15367977
836,0.1479525
837,0.0
838,0.06403309
839,0.1471457
840,0.1479525
841,0.12750714
842,0.10900746
843,0.1479525
844,0.43461752
845,0.1479525
846,0.11141831
847,0.23097348
848,0.27923566
849,0.20606919
850,0.12094495
851,0.1479525
852,0.13311829
853,0.1479525
854,0.43461752
855,0.2328303
856,0.23097348
857,0.6522287
858,0.1479525
859,0.28754592
860,0.15358162
861,0.1479525
862,0.2272183
863,0.23097348
864,0.18364543
865,0.19699287
866,0.23781756
867,0.1420195
868,0.75358886
869,0.18343183
870,0.041161586
871,0.20827615
872,0.23494454
873,0.24424043
874,0.0
875,0.37401667
876,0.14814353
877,0.1557515
878,0.26053923
879,0.2435349
880,0.15254188
881,0.23097348
882,0.18313332
883,0.9705206
884,0.0
885,0.095097005
886,0.20254153
887,0.08030002
888,0.18486622
889,0.15016511
890,0.23110934
891,0.16091162
892,0.09969649
893,0.23528059
894,0.43461758
895,0.2272183
896,0.1479525
897,0.0
898,0.12980549
899,0.2435349
900,0.21136603
901,0.6366591
902,0.18028304
903,0.1479525
904,0.3718246
905,0.28135073
906,1.5655891
907,0.13343315
908,0.15037808
909,0.1479525
910,0.32653493
911,0.2181997
912,0.29525796
913,0.19079527
914,0.1479525
915,0.0
916,0.20510785
917,0.1341949
918,0.014368174
919,0.26589006
920,0.1479525
921,0.13907686
922,0.18028304
923,0.1420195
924,0.2779849
925,0.16730903
926,0.38703886
927,0.18276271
928,0.22314033
929,0.32306135
930,0.1479525
931,0.1479525
932,0.26058507
933,0.07402733
934,0.1479525
935,0.22721833
936,0.23097348
937,0.38884515
938,0.15029527
939,0.18077183
940,0.18448284
941,0.41841042
942,0.1479525
943,0.3367158
944,0.09969649
945,0.1479525
946,0.24966615
947,0.12941897
948,0.23097348
949,0.11446963
950,0.22721833
951,0.1479525
952,0.14075297
