ID,item_cnt_month
0,0.42818516
1,0.12257204
2,0.77385163
3,0.16617674
4,0.12257204
5,0.46255141
6,0.99413353
7,0.120131105
8,0.98481673
9,0.12257204
10,2.7184074
11,0.2221427
12,0.11736148
13,0.29890513
14,1.6571147
15,2.8712356
16,0.12257204
17,0.11800448
18,1.28653
19,0.11075559
20,0.6690804
21,0.12257204
22,0.94167775
23,0.7293377
24,1.4388261
25,0.12257204
26,0.12257204
27,0.4401139
28,0.8506057
29,3.1494324
30,0.33596355
31,0.12257205
32,0.4062701
33,0.6099192
34,0.110545136
35,0.1158045
36,0.12149814
37,0.45683783
38,0.22064023
39,0.120780945
40,0.5791979
41,0.97760105
42,3.3260672
43,3.298177
44,0.37121108
45,0.12257204
46,0.63866776
47,0.14285368
48,0.22076268
49,0.9153626
50,1.2339516
51,0.2221427
52,0.61714387
53,0.16241662
54,6.490391
55,2.780904
56,2.6224153
57,2.228308
58,5.186045
59,4.020011
60,4.6283374
61,0.4512565
62,0.3465314
63,0.33978245
64,0.12257204
65,0.12257204
66,0.7557567
67,0.11529112
68,0.37121108
69,0.1271488
70,0.12257204
71,1.6469597
72,0.45879436
73,0.8507249
74,0.12257204
75,0.12257204
76,0.33852422
77,0.12257204
78,0.32071486
79,0.5916748
80,0.85177654
81,3.220888
82,0.70082533
83,0.20151828
84,0.868852
85,1.181953
86,0.5623578
87,0.114833094
88,3.4435494
89,1.278363
90,0.7386775
91,0.36103165
92,2.0690944
93,0.16617674
94,0.23263103
95,0.11540957
96,0.11529112
97,0.42921132
98,0.5854971
99,1.2810152
100,1.0535402
101,0.6386829
102,0.21633841
103,0.36103165
104,0.10959396
105,0.12257204
106,0.12257204
107,0.59925944
108,0.11746286
109,0.12257204
110,0.20361188
111,0.12257204
112,0.12257204
113,0.12257204
114,0.26551327
115,0.25445402
116,0.12257204
117,0.1358531
118,9.214948
119,0.12947725
120,0.11170469
121,0.10785506
122,0.34235066
123,0.4763
124,0.49541068
125,1.1278485
126,0.12257205
127,0.115535975
128,0.12257204
129,0.22437188
130,0.36103165
131,0.12257204
132,0.36103165
133,2.7778268
134,0.10964195
135,0.36103165
136,0.2221427
137,0.12257204
138,0.8892118
139,0.12257204
140,0.1842615
141,0.4521348
142,0.13225138
143,0.2221427
144,0.12257204
145,0.12257204
146,0.12257204
147,0.15205655
148,0.12257204
149,0.12257204
150,0.11070561
151,0.12257204
152,5.4784594
153,0.266379
154,0.12257204
155,0.16022573
156,0.18805175
157,0.11648244
158,0.16706145
159,0.3549456
160,0.12257204
161,0.2221427
162,0.12257204
163,0.4207029
164,0.3068436
165,0.123347715
166,0.5277416
167,0.11679912
168,0.12257204
169,0.12093456
170,0.2221427
171,0.4367761
172,0.3381229
173,1.197552
174,1.5920773
175,3.359734
176,1.2178581
177,0.12257204
178,0.45591146
179,0.115869
180,0.9500452
181,0.3851794
182,0.12257204
183,0.12144732
184,0.2190478
185,0.12257204
186,0.11046963
187,0.14493737
188,0.12257204
189,0.12257204
190,0.12257205
191,0.5210038
192,0.5791979
193,0.12482737
194,0.11648244
195,0.15352371
196,0.36103165
197,2.9642694
198,1.182611
199,0.12257204
200,0.12257204
201,0.12257204
202,0.16969946
203,1.182917
204,0.112354495
205,0.12257204
206,0.12257204
207,0.118061766
208,1.3044558
209,0.4934215
210,0.21170029
211,0.122384086
212,0.11046365
213,0.36103165
214,0.11531961
215,0.47159135
216,0.41074896
217,0.1739562
218,2.2181284
219,0.3781756
220,0.37684935
221,0.12257204
222,0.12257205
223,0.74010587
224,2.5694468
225,0.34718055
226,0.3881842
227,0.12257204
228,0.21312752
229,0.12257204
230,0.12257204
231,0.46977115
232,0.12257204
233,0.34483272
234,0.12257204
235,0.14051983
236,0.17022072
237,0.39310816
238,0.36103165
239,0.21494797
240,0.78674215
241,0.11220015
242,0.12257204
243,0.12257204
244,0.12257204
245,0.22615957
246,1.6686133
247,0.3878249
248,0.37226325
249,0.120003745
250,0.6828233
251,0.16571288
252,0.19685471
253,0.9662124
254,0.3496949
255,5.4784594
256,0.12257204
257,0.15395533
258,0.44038612
259,0.21500808
260,0.11122817
261,0.123485595
262,0.19935355
263,0.12257204
264,0.1092544
265,0.39765954
266,0.12257204
267,0.2221427
268,0.1158045
269,0.12424027
270,0.9805846
271,0.117508076
272,0.17161049
273,0.6386829
274,11.809074
275,0.12257204
276,0.36103165
277,1.3153843
278,0.3630054
279,0.1830481
280,0.18543015
281,0.16169983
282,0.123241365
283,0.6902768
284,0.18543015
285,0.23972642
286,0.12257205
287,0.8454061
288,0.23422207
289,0.36103165
290,0.12257204
291,0.116700545
292,0.24458608
293,0.13498592
294,0.7539979
295,0.8537557
296,0.15892676
297,0.14595678
298,0.12257204
299,0.12257204
300,0.12247673
301,0.50992066
302,0.80394506
303,0.68962574
304,0.11648244
305,0.118061766
306,0.19283
307,0.16778974
308,0.26064616
309,0.12257204
310,0.12257204
311,0.3737425
312,0.79613876
313,0.1830481
314,0.12257204
315,0.36103165
316,0.1289105
317,2.0187318
318,0.110586844
319,0.16395615
320,0.12257204
321,0.113725916
322,0.6631962
323,0.13898987
324,0.38928434
325,0.42690796
326,0.34360552
327,0.12257204
328,0.12257204
329,0.34046698
330,0.12257204
331,0.12257204
332,0.16065328
333,0.23873085
334,0.8726848
335,0.26450413
336,0.11265605
337,0.7279996
338,0.35924006
339,0.3916887
340,0.12108321
341,0.21299072
342,0.12257204
343,0.9369174
344,0.10757889
345,0.12097141
346,4.3988757
347,3.5214145
348,0.11134049
349,0.25196904
350,0.12257205
351,0.48061585
352,0.12257204
353,0.12788457
354,0.12257204
355,0.12257204
356,0.36103165
357,0.7539979
358,0.5527787
359,0.36103165
360,0.16617674
361,3.2836664
362,0.6386829
363,0.8726848
364,0.5188312
365,0.48292708
366,0.12257204
367,0.12257204
368,0.12257204
369,0.16966176
370,0.12257204
371,0.36103165
372,0.6386829
373,0.12257204
374,1.3331949
375,2.257953
376,0.4353525
377,0.23972642
378,0.39332342
379,0.12257204
380,2.721242
381,0.48292708
382,0.46831483
383,0.12257205
384,1.6020392
385,0.37836748
386,0.4627391
387,0.12257204
388,0.1624909
389,0.1112269
390,0.12257204
391,0.13993353
392,0.15982176
393,0.3659113
394,0.12257204
395,0.12257204
396,1.9067913
397,0.29043475
398,0.12257204
399,0.39342314
400,0.12257204
401,0.40204793
402,1.5295885
403,2.3488853
404,0.3426167
405,0.13363317
406,0.13662753
407,0.11876087
408,0.129026
409,0.12257204
410,0.12257204
411,1.0025741
412,0.10990134
413,0.18065377
414,0.12257205
415,4.3140664
416,0.12257204
417,0.12257204
418,0.12257204
419,0.12257204
420,0.32805574
421,1.2884692
422,0.36103165
423,0.913111
424,0.12717724
425,0.15141687
426,0.12257204
427,0.12257204
428,0.96251774
429,0.41319928
430,0.80605924
431,0.6069523
432,0.11569834
433,0.12257204
434,0.111428015
435,0.7762136
436,0.12688708
437,0.80109096
438,0.5805584
439,0.63416123
440,0.15081133
441,0.18591835
442,0.2221427
443,0.18847974
444,0.12717724
445,0.3286813
446,0.2130129
447,0.20746899
448,0.36103165
449,0.5805901
450,0.36103165
451,0.18724693
452,0.15482378
453,0.21588323
454,0.39710295
455,0.16865298
456,0.35456508
457,0.12257204
458,0.48745865
459,0.502056
460,17.119488
461,1.2032027
462,0.36103165
463,0.5777389
464,0.4617052
465,0.12257204
466,0.12257204
467,0.12257204
468,0.12257204
469,0.28506818
470,0.36103165
471,0.3220346
472,0.16617674
473,0.12257204
474,0.9500452
